,fb_shares,site_link,site_link_title
19,3832,https://www.rd.com/health/wellness/benefits-of-reading/,Here's Why Your Brain Needs You to Read Every Single Day
20,3614,https://www.rd.com/health/wellness/prefer-alone-science-says-genius/,"If You Prefer to Be Alone, Science Says You Could Be a Genius"
21,3313,https://www.rd.com/food/fun/bubble-tea-is-unhealthy/,Bubble Tea Is Actually Pretty Bad for You—Here’s Why
22,3295,https://www.rd.com/culture/facebook-debates-study/,Why You Should Never Argue With Anyone on Facebook
23,2978,https://www.rd.com/true-stories/stopped-being-a-people-pleaser/,I Stopped Being a People Pleaser—and It's Drastically Changed My Life
24,2809,https://www.rd.com/advice/parenting/car-seat-mistakes-in-winter/,"Never, Ever Put Your Child in a Car Seat with a Winter Jacket"
25,2767,https://www.rd.com/advice/travel/airport-wifi-passwords/,Finally! Here's a Map with Airport Wi-Fi Passwords All Over the World
26,2737,https://www.rd.com/culture/facebook-messenger-malware-virus/,"If You See This Message on Facebook, Don’t Click! It’s a Virus."
27,2530,https://www.rd.com/health/conditions/sugar-causes-cancer-cells-multiply-study/,"This One Common Food Could Make Cancer Cells Multiply, a New Study Says"
28,2480,https://www.rd.com/health/conditions/reverse-memory-loss-for-alzheimers-research/,"Memory Loss in Alzheimer's Patients Could Soon Be Reversed, Thanks to New Research"
29,2464,https://www.rd.com/culture/reason-stop-taking-facebook-quizzes/,The Dangerous Reason You Need to Stop Taking Those Silly Facebook Quizzes
30,2442,https://www.rd.com/culture/prisoner-typo-encyclopedia/,This Prisoner Found a Typo in the Encyclopedia—and It Helped Him Get Released
31,2350,https://www.rd.com/culture/quitting-facebook/,Why Quitting Facebook and Instagram Was the Best Thing I've Done for Myself
32,2204,https://www.rd.com/health/conditions/common-disease-can-actually-kickstart-alzheimers/,Scientists May Have Found the Cause of Alzheimer’s Disease—and How to Reverse It
33,2138,https://www.rd.com/health/conditions/one-specific-mark-fingernail-melanoma/,"If You Have This Mark on Your Nail, You Should Get Checked for Cancer"
34,2111,https://www.rd.com/home/improvement/homeowner-tips/,35 Things Every Homeowner Must Know | Reader's Digest
35,2042,https://www.rd.com/health/conditions/asthma-and-pneumonia/,"Listen Up, Asthma Sufferers: Your Inhaler Could Be Making You Sick"
36,1930,https://www.rd.com/health/vitamin-blood-vessels-younger/,At Last! A Vitamin That Can Make Your Blood Vessels Younger
37,1920,https://www.rd.com/health/conditions/gas-improves-longevity/,"Sorry, But Your Husband’s Most Disgusting Habit Is Helping You Live Longer"
38,1919,https://www.rd.com/health/healthy-eating/lemon-water-germs/,The Serious Reason You Need to Spot Putting Lemon Wedges Into Your Water
39,1897,https://www.rd.com/advice/saving-money/car-life-extenders/,https://www.rd.com/advice/saving-money/prolong-car-life/
40,1835,https://www.rd.com/culture/illustrated-periodic-table-element-daily-lives/,This “Periodic Table” Shows How Each Element Plays a Part in Our Daily Lives
41,1774,https://www.rd.com/advice/parenting/being-an-older-mom/,Ditch Your Biological Clock—Science Says Older Moms Are Better Parents
42,1717,https://www.rd.com/culture/inspiring-books-for-teachers/,10 Inspiring Books Every Teacher Needs to Read
43,1710,https://www.rd.com/food/fun/best-by-sell-by-use-by-explained/,"This Is What Best-By, Use-By, and Sell-By Dates Really Mean"
44,1686,https://www.rd.com/culture/most-complicated-word-in-english/,The Most Complicated Word in English is Only Three Letters Long
45,1621,https://www.rd.com/advice/parenting/manners-to-teach-children/,17 Forgotten Manners Every Parent Should Teach Their Child
46,1571,https://www.rd.com/health/wellness/least-painful-places-body-tattoo/,These Are the Most (and Least) Painful Places on Your Body to Tattoo
47,1556,https://www.rd.com/advice/parenting/brain-games-for-kids/,8 Genius Brain Boosters You Can Do With Your Kids
48,1516,https://www.rd.com/advice/work-career/resume-gap/,"The Best Way to Explain a Resume Gap, According to Top Recruiters"
49,1465,https://www.rd.com/health/conditions/prevent-alzheimers-habits/,50 Everyday Habits That Reduce Your Risk of Alzheimer’s
50,1457,https://www.rd.com/health/cleaned-ears-cotton-swab-brain-infection/,This Man Cleaned His Ears with a Cotton Swab—And Got a Brain Infection
51,1455,https://www.rd.com/culture/hidden-netflix-movies-shows/,Here’s How to Access “Hidden” Films and TV Shows on Netflix
52,1440,https://www.rd.com/health/wellness/water-bottle-in-car/,"This Is Why You Should Never, Ever Leave a Water Bottle in a Hot Car"
53,1417,https://www.rd.com/health/wellness/nicer-people-more-prone-to-depression/,Nicer People Are More Prone to Developing This Mental Illness—Here's Why
54,1416,https://www.rd.com/health/wellness/sitting-on-bed-with-outside-clothes/,"Why You Should Never, Ever Sit on Your Bed with Outside Clothes"
55,1415,https://www.rd.com/culture/hair-loss-shaved-head-sexy/,"Men, Being Bald Makes You Sexier—According to Science"
56,1371,https://www.rd.com/advice/relationships/relationship-social-media-posts/,8 Things to Never Post About Your Relationship on Social Media
57,1364,https://www.rd.com/health/lung-cancer-at-31-without-ever-smoking/,How I Got Lung Cancer at 31—Without Ever Smoking a Single Cigarette
58,1308,https://www.rd.com/culture/difference-between-due-to-and-because-of/,"This Is the Real Difference Between ""Due to"" and ""Because of"""
59,1303,https://www.rd.com/health/wellness/how-many-times-sex-to-slow-aging/,Here’s How Many Times You Need to Have Sex to Slow Down Aging
60,1295,https://www.rd.com/culture/smarter-people-more-judgemental/,"The Smarter You Are, the More You Judge People—Here's Why"
61,1282,https://www.rd.com/culture/turns-playing-monopoly-wrong/,You've Probably Been Playing Monopoly Wrong Your Whole Life
62,1226,https://www.rd.com/true-stories/inspiring/yassin-falafel-house-nicest-place-in-america/,How Did a Falafel House in Tennessee Become the Nicest Place in America?
63,1215,https://www.rd.com/food/fun/mcdonalds-coke/,This Is Why Coke Tastes Better at McDonald’s Than Anywhere Else
64,1212,https://www.rd.com/culture/longest-word-english/,"OMG: The Longest Word in English Is 189,819 Letters Long"
65,1192,https://www.rd.com/culture/kindest-city-in-america/,"The Kindest City in America Is Madison, Wisconsin | Reader's Digest"
66,1191,https://www.rd.com/advice/relationships/grew-up-with-slave-how-i-honored-her-life/,My Family Grew Up with a Slave—This Is How I Honored Her Life
67,1176,https://www.rd.com/culture/intelligent-zodiac-sign/,"This Is the Most Intelligent Zodiac Sign, According to Astrologists"
68,1172,https://www.rd.com/advice/travel/giethoorn-holland/,Welcome to the Magical Town Where the Streets Are Made of Water
69,1152,https://www.rd.com/advice/relationships/how-people-judge-you/,"People Judge You Based on These Two Things, According to a Harvard Psychologist"
70,1146,https://www.rd.com/advice/relationships/adult-sibling-estrangement/,Why Do Adult Siblings Stop Speaking? The Psychology Behind the Not-So-Rare Phenomenon
71,1133,https://www.rd.com/health/wellness/wearing-socks-to-bed/,"If You Don't Sleep with Socks On, Here's Why You Should Start Tonight"
72,1114,https://www.rd.com/advice/parenting/languages-kids-should-learn/,"If You Teach Your Child These 3 Languages, You'll Basically Be Raising a Future CEO"
73,1111,https://www.rd.com/advice/work-career/semicolon-use-right-way/,These Are the Only Ways You Should Be Using a Semicolon
74,1108,https://www.rd.com/advice/travel/biggest-airport-in-the-world/,The World’s Biggest Airport Is Opening This Year—and This Is What It Looks Like
75,1098,https://www.rd.com/health/conditions/high-blood-sugar-symptoms/,7 Clear Signs You Could Have High Blood Sugar
76,1092,https://www.rd.com/home/cleaning-organizing/8-spring-cleaning-tips/,8 Spring Cleaning Tips to Get It Done Faster
77,1081,https://www.rd.com/health/healthy-eating/hot-peppers-reduce-death-risk/,Hot Peppers Could Make You Live Longer | Reader’s Digest
78,1069,https://www.rd.com/health/wellness/improve-memory-fast/,Scientists Just Discovered This Super Easy Trick to Improve Your Memory
79,1054,https://www.rd.com/health/conditions/mango-leaves-diabetes/,The Miracle Leaves of This Fruit Can Help Manage Diabetes—Here's How
80,1034,https://www.rd.com/advice/parenting/american-school-system-damaging-kids/,Is the American School System Damaging Our Kids?
81,999,https://www.rd.com/home/improvement/5-strategies-for-pricing-a-home-to-sell/,15 Tricks to Help Sell Your Home Faster—and for More Money
82,999,https://www.rd.com/health/wellness/bed-bug-sprays/,Why Bed Bug Sprays and Repellents Might Make Your Problem Worse
83,991,https://www.rd.com/culture/how-to-look-smart/,13 Easy (and Scientifically Proven!) Ways to Look Smarter
84,982,https://www.rd.com/culture/dark-sense-of-humor-and-intelligence/,"If You Laugh at These Dark Jokes, You're Probably a Genius"
85,978,https://www.rd.com/health/healthy-eating/coffee-health-benefits-longer-life/,This Is How Much Coffee You Need to Drink to Live Longer
86,974,https://www.rd.com/food/fun/chocolate-good-for-brain/,Researchers Confirm Chocolate Is Good for Your Brain
87,965,https://www.rd.com/health/beauty/hair-eye-color-combination-rare/,This Is the Rarest Hair and Eye Color Combination in Humans
88,962,https://www.rd.com/advice/saving-money/charging-phone-in-car/,Why You Should Stop Charging Your Phone in Your Car
89,958,https://www.rd.com/health/diet-weight-loss/easy-ways-to-lose-weight-50-ideas/,"Ways to Lose Weight: 42 Fast, Easy Tips | Reader's Digest"
90,945,https://www.rd.com/culture/black-dots-on-windshields-car-windows/,Here's Why Car Windows Have Those Little Black Dots
91,935,https://www.rd.com/health/beauty/cologne-vs-perfume/,"This Is the Real Difference Between Perfume, Eau de Parfum, and Other Fragrances"
92,915,https://www.rd.com/health/fitness/10-minute-flat-stomach-exercise/,The One Exercise That Will Flatten Your Stomach in 10 Minutes
93,894,https://www.rd.com/health/wellness/vitamin-b-lung-cancer-risk/,"If You Take These Supplements, You Could Be at Risk of Cancer"
94,890,https://www.rd.com/health/diet-weight-loss/japanese-breathing-technique-weight-loss/,This Japanese Weight-Loss Trick Doesn’t Require Diet or Exercise
95,881,https://www.rd.com/home/cleaning-organizing/cleaning-hardwood-floors/,8 Must-Know Tricks for Cleaning Hardwood Floors
96,880,https://www.rd.com/home/cleaning-organizing/7-tips-for-cleaning-hardwood-floors/,8 Must-Know Tricks for Cleaning Hardwood Floors
97,878,https://www.rd.com/health/conditions/depressed-vagina-vulvodynia-condition/,"Can Your Vagina Actually Become “Depressed""? What the Science Really Says"
98,866,https://www.rd.com/true-stories/inspiring/farmer-suicide-prevention-therapist/,American Farmers Die by Suicide at Nearly Twice the Rate of the General Population—Here's How One Therapist Is Changing That Statistic
99,849,https://www.rd.com/health/wellness/lose-teeth-stress/,"Yes, Stress Can Make Teeth Fall Out—and It Can Happen to Anyone"
